ancestry	pleio_model	result_type	term	full_name	expected_constituent_traits	available_constituent_traits	missing_constituent_traits	comparison_complete	pleio_tested	pleio_n_genes	pleio_beta	pleio_beta_std	pleio_se	pleio_p	pleio_p_bh	pleio_bonf_threshold	pleio_bonf_sig_positive	pleio_fdr_sig_positive	ea_tested	ea_n_genes	ea_beta	ea_beta_std	ea_se	ea_p	ea_p_bh	ea_bonf_threshold	ea_bonf_sig_positive	ea_fdr_sig_positive	ea_same_beta_sign	cf_tested	cf_n_genes	cf_beta	cf_beta_std	cf_se	cf_p	cf_p_bh	cf_bonf_threshold	cf_bonf_sig_positive	cf_fdr_sig_positive	cf_same_beta_sign	mdd_tested	mdd_n_genes	mdd_beta	mdd_beta_std	mdd_se	mdd_p	mdd_p_bh	mdd_bonf_threshold	mdd_bonf_sig_positive	mdd_fdr_sig_positive	mdd_same_beta_sign	scz_tested	scz_n_genes	scz_beta	scz_beta_std	scz_se	scz_p	scz_p_bh	scz_bonf_threshold	scz_bonf_sig_positive	scz_fdr_sig_positive	scz_same_beta_sign	n_available_constituent_traits	n_missing_constituent_traits	n_constituent_bonf_sig	constituent_traits_bonf_sig	any_constituent_bonf_sig	classification_bonferroni	n_constituent_fdr_sig	constituent_traits_fdr_sig	any_constituent_fdr_sig	classification_fdr
EUR	FOURTRAIT	competitive_gene_set	GOBP_RNA_SPLICING	GOBP_RNA_SPLICING	EA;CF;MDD;SCZ	EA;CF;MDD;SCZ		True	True	389.0	0.35701	0.051343	0.073037	5.1389e-07	0.0003013876248275	2.9397930385700847e-06	True	True	True	395	0.15647	0.022354	0.056241	0.0027026	0.1746575853932584	2.9396202010700218e-06	False	False	True	True	394.0	0.091463	0.013094	0.047746	0.027715	0.5567125633802816	2.9397930385700847e-06	False	False	True	True	390.0	0.12088	0.017359	0.04994	0.007754	0.5846010831858407	2.9397930385700847e-06	False	False	True	True	393.0	0.051693	0.0073877	0.048863	0.14505	0.9302452488687784	2.9397930385700847e-06	False	False	True	4	0	0		False	PLEIO_only_among_available_constituents	0		False	PLEIO_only_among_available_constituents
EUR	FOURTRAIT	competitive_gene_set	GOBP_SYNAPSE_ASSEMBLY	GOBP_SYNAPSE_ASSEMBLY	EA;CF;MDD;SCZ	EA;CF;MDD;SCZ		True	True	174.0	0.6871	0.06648	0.12247	1.0264e-08	1.3428470153846154e-05	2.9397930385700847e-06	True	True	True	177	0.44164	0.042482	0.099846	4.8902e-06	0.00259929411875	2.9396202010700218e-06	False	True	True	True	176.0	0.35393	0.034065	0.082962	9.9947e-06	0.0056663285866666	2.9397930385700847e-06	False	True	True	True	176.0	0.33592	0.032597	0.08306	2.6356e-05	0.028016428	2.9397930385700847e-06	False	True	True	True	176.0	0.23951	0.023041	0.081016	0.0015589	0.18938408	2.9397930385700847e-06	False	False	True	4	0	0		False	PLEIO_only_among_available_constituents	3	EA;CF;MDD	True	PLEIO_shared_with_available_constituent
EUR	FOURTRAIT	competitive_gene_set	GOBP_SYNAPTIC_MEMBRANE_ADHES...	GOBP_SYNAPTIC_MEMBRANE_ADHESION	EA;CF;MDD;SCZ	EA;CF;MDD;SCZ		True	True	25.0	1.6581	0.061059	0.34329	6.887e-07	0.0003549518060606	2.9397930385700847e-06	True	True	True	25	1.152	0.041813	0.28344	2.419e-05	0.0077631643396226	2.9396202010700218e-06	False	True	True	True	25.0	1.0371	0.037772	0.23196	3.9179e-06	0.003919743717647	2.9397930385700847e-06	False	True	True	True	25.0	0.67182	0.024671	0.22805	0.0016124	0.3042002285714286	2.9397930385700847e-06	False	False	True	True	25.0	0.50081	0.018231	0.22571	0.013255	0.5664347738693467	2.9397930385700847e-06	False	False	True	4	0	0		False	PLEIO_only_among_available_constituents	2	EA;CF	True	PLEIO_shared_with_available_constituent
EUR	FOURTRAIT	competitive_gene_set	GOCC_CHROMATIN	GOCC_CHROMATIN	EA;CF;MDD;SCZ	EA;CF;MDD;SCZ		True	True	1173.0	0.28868	0.070507	0.046982	4.1039e-10	7.755459022222223e-07	2.9397930385700847e-06	True	True	True	1208	0.14918	0.036445	0.036813	2.5455e-05	0.0080178536111111	2.9396202010700218e-06	False	True	True	True	1200.0	0.137	0.033471	0.031494	6.8472e-06	0.005034436032	2.9397930385700847e-06	False	True	True	True	1184.0	0.10732	0.026259	0.032168	0.00042534	0.1456190944	2.9397930385700847e-06	False	False	True	True	1202.0	0.099677	0.024361	0.031669	0.00082483	0.1287037489908256	2.9397930385700847e-06	False	False	True	4	0	0		False	PLEIO_only_among_available_constituents	2	EA;CF	True	PLEIO_shared_with_available_constituent
EUR	FOURTRAIT	competitive_gene_set	GOCC_CHROMOSOME	GOCC_CHROMOSOME	EA;CF;MDD;SCZ	EA;CF;MDD;SCZ		True	True	1704.0	0.2466	0.071466	0.038973	1.2789e-10	5.4378828e-07	2.9397930385700847e-06	True	True	True	1746	0.11309	0.032708	0.030607	0.00011029	0.022877105	2.9396202010700218e-06	False	True	True	True	1737.0	0.11584	0.033528	0.026139	4.7027e-06	0.0042096590315789	2.9397930385700847e-06	False	True	True	True	1717.0	0.077405	0.022454	0.026728	0.0018917	0.3249902383838384	2.9397930385700847e-06	False	False	True	True	1738.0	0.074086	0.021439	0.026031	0.0022161	0.2326631407407407	2.9397930385700847e-06	False	False	True	4	0	0		False	PLEIO_only_among_available_constituents	2	EA;CF	True	PLEIO_shared_with_available_constituent
EUR	FOURTRAIT	competitive_gene_set	GOCC_GABA_ERGIC_SYNAPSE	GOCC_GABA_ERGIC_SYNAPSE	EA;CF;MDD;SCZ	EA;CF;MDD;SCZ		True	True	77.0	0.88482	0.057102	0.19032	1.6789e-06	0.0007514402947368	2.9397930385700847e-06	True	True	True	77	0.48549	0.030884	0.15308	0.00075957	0.0828174751923076	2.9396202010700218e-06	False	False	True	True	77.0	0.24787	0.015822	0.12883	0.027183	0.5539719473053892	2.9397930385700847e-06	False	False	True	True	77.0	0.51	0.032823	0.12761	3.2272e-05	0.0322871868235294	2.9397930385700847e-06	False	True	True	True	77.0	0.23369	0.014909	0.12842	0.034411	0.7240488504326328	2.9397930385700847e-06	False	False	True	4	0	0		False	PLEIO_only_among_available_constituents	1	MDD	True	PLEIO_shared_with_available_constituent
EUR	FOURTRAIT	competitive_gene_set	GOCC_POSTSYNAPTIC_DENSITY_ME...	GOCC_POSTSYNAPTIC_DENSITY_MEMBRANE	EA;CF;MDD;SCZ	EA;CF;MDD;SCZ		True	True	97.0	0.82934	0.060039	0.16304	1.8412e-07	0.0001406845066666	2.9397930385700847e-06	True	True	True	97	0.48991	0.03496	0.13617	0.00016094	0.0294347146236559	2.9396202010700218e-06	False	True	True	True	97.0	0.39394	0.028207	0.11324	0.00025252	0.0525982770731707	2.9397930385700847e-06	False	False	True	True	97.0	0.30677	0.022147	0.10863	0.0023742	0.3699858472727272	2.9397930385700847e-06	False	False	True	True	97.0	0.41804	0.029919	0.10935	6.6187e-05	0.027511891902439	2.9397930385700847e-06	False	True	True	4	0	0		False	PLEIO_only_among_available_constituents	2	EA;SCZ	True	PLEIO_shared_with_available_constituent
EUR	FOURTRAIT	competitive_gene_set	GOCC_POSTSYNAPTIC_SPECIALIZA...3	GOCC_POSTSYNAPTIC_SPECIALIZATION_MEMBRANE	EA;CF;MDD;SCZ	EA;CF;MDD;SCZ		True	True	122.0	0.76552	0.062109	0.14675	9.2343e-08	8.760348355555556e-05	2.9397930385700847e-06	True	True	True	122	0.45506	0.036394	0.12178	9.3561e-05	0.0204022955	2.9396202010700218e-06	False	True	True	True	122.0	0.36614	0.029382	0.10179	0.00016145	0.0392277371428571	2.9397930385700847e-06	False	True	True	True	122.0	0.28191	0.022809	0.0981	0.0020312	0.3386926431372549	2.9397930385700847e-06	False	False	True	True	122.0	0.39212	0.031452	0.098529	3.464e-05	0.017853246060606	2.9397930385700847e-06	False	True	True	4	0	0		False	PLEIO_only_among_available_constituents	3	EA;CF;SCZ	True	PLEIO_shared_with_available_constituent
EUR	FOURTRAIT	competitive_gene_set	GOMF_DNA_BINDING_TRANSCRIPTI...3	GOMF_DNA_BINDING_TRANSCRIPTION_FACTOR_BINDING	EA;CF;MDD;SCZ	EA;CF;MDD;SCZ		True	True	439.0	0.34159	0.052114	0.074591	2.3476e-06	0.0009285576930232	2.9397930385700847e-06	True	True	True	446	0.062568	0.0094849	0.058579	0.14275	0.8196811036112049	2.9396202010700218e-06	False	False	True	True	446.0	0.091589	0.013931	0.050532	0.034963	0.6000511644803229	2.9397930385700847e-06	False	False	True	True	441.0	0.11303	0.017237	0.051454	0.014024	0.711045761904762	2.9397930385700847e-06	False	False	True	True	446.0	0.10183	0.015481	0.050047	0.020952	0.6455645217391304	2.9397930385700847e-06	False	False	True	4	0	0		False	PLEIO_only_among_available_constituents	0		False	PLEIO_only_among_available_constituents
EUR	FOURTRAIT	competitive_gene_set	GOMF_SEQUENCE_SPECIFIC_DNA_B...	GOMF_SEQUENCE_SPECIFIC_DNA_BINDING	EA;CF;MDD;SCZ	EA;CF;MDD;SCZ		True	True	1429.0	0.21393	0.057241	0.044176	6.4646e-07	0.0003546771509677	2.9397930385700847e-06	True	True	True	1458	0.090455	0.024105	0.034989	0.0048688	0.238310143019943	2.9396202010700218e-06	False	False	True	True	1450.0	0.11039	0.029435	0.02982	0.00010735	0.0306590111475409	2.9397930385700847e-06	False	True	True	True	1439.0	0.078064	0.020901	0.030043	0.0046868	0.4891563024390244	2.9397930385700847e-06	False	False	True	True	1453.0	0.06427	0.017146	0.02981	0.015549	0.59288825	2.9397930385700847e-06	False	False	True	4	0	0		False	PLEIO_only_among_available_constituents	1	CF	True	PLEIO_shared_with_available_constituent
EUR	FOURTRAIT	competitive_gene_set	GOMF_TRANSCRIPTION_REGULATOR...2	GOMF_TRANSCRIPTION_REGULATOR_ACTIVITY	EA;CF;MDD;SCZ	EA;CF;MDD;SCZ		True	True	1567.0	0.21498	0.05999	0.041651	1.2393e-07	0.0001053900719999	2.9397930385700847e-06	True	True	True	1598	0.11291	0.031375	0.033155	0.00033082	0.0493589243859649	2.9396202010700218e-06	False	True	True	True	1591.0	0.085055	0.023661	0.02827	0.0013137	0.1327127195266272	2.9397930385700847e-06	False	False	True	True	1575.0	0.09363	0.026122	0.028564	0.00052389	0.1713523292307692	2.9397930385700847e-06	False	False	True	True	1594.0	0.045475	0.012656	0.028285	0.053958	0.7999274539249146	2.9397930385700847e-06	False	False	True	4	0	0		False	PLEIO_only_among_available_constituents	1	EA	True	PLEIO_shared_with_available_constituent
EUR	FOURTRAIT	competitive_gene_set	HOUNKPE_HOUSEKEEPING_GENES	HOUNKPE_HOUSEKEEPING_GENES	EA;CF;MDD;SCZ	EA;CF;MDD;SCZ		True	True	1079.0	0.21652	0.050857	0.044543	5.8972e-07	0.0003343319253333	2.9397930385700847e-06	True	True	True	1092	0.14803	0.034495	0.034741	1.0228e-05	0.0044607192820512	2.9396202010700218e-06	False	True	True	True	1089.0	0.077067	0.017993	0.029588	0.0046018	0.2727087609756097	2.9397930385700847e-06	False	False	True	True	1082.0	0.074515	0.01748	0.030276	0.0069283	0.5572366339622642	2.9397930385700847e-06	False	False	True	True	1089.0	0.098338	0.022949	0.029476	0.00042555	0.0862892780952381	2.9397930385700847e-06	False	False	True	4	0	0		False	PLEIO_only_among_available_constituents	1	EA	True	PLEIO_shared_with_available_constituent
EUR	FOURTRAIT	competitive_gene_set	REACTOME_CHROMATIN_MODIFYING...	REACTOME_CHROMATIN_MODIFYING_ENZYMES	EA;CF;MDD;SCZ	EA;CF;MDD;SCZ		True	True	210.0	0.47953	0.050921	0.099861	7.9228e-07	0.0003850028068571	2.9397930385700847e-06	True	True	True	213	0.16462	0.017354	0.077218	0.016513	0.415487599112426	2.9396202010700218e-06	False	False	True	True	213.0	0.14823	0.01568	0.067578	0.014141	0.433351581981982	2.9397930385700847e-06	False	False	True	True	211.0	0.1523	0.016166	0.068809	0.013442	0.6982613658536585	2.9397930385700847e-06	False	False	True	True	213.0	0.16331	0.017266	0.067137	0.0075029	0.4606834772563176	2.9397930385700847e-06	False	False	True	4	0	0		False	PLEIO_only_among_available_constituents	0		False	PLEIO_only_among_available_constituents
EUR	FOURTRAIT	competitive_gene_set	REACTOME_NEURONAL_SYSTEM	REACTOME_NEURONAL_SYSTEM	EA;CF;MDD;SCZ	EA;CF;MDD;SCZ		True	True	381.0	0.43136	0.061408	0.084638	1.7489e-07	0.0001406845066666	2.9397930385700847e-06	True	True	True	383	0.1879	0.02644	0.067848	0.0028112	0.1777535345724906	2.9396202010700218e-06	False	False	True	True	383.0	0.17244	0.024347	0.057308	0.0013124	0.1327127195266272	2.9397930385700847e-06	False	False	True	True	382.0	0.10606	0.015077	0.05615	0.029464	0.8281523031301483	2.9397930385700847e-06	False	False	True	True	382.0	0.20654	0.029111	0.056455	0.00012719	0.039331773090909	2.9397930385700847e-06	False	True	True	4	0	0		False	PLEIO_only_among_available_constituents	1	SCZ	True	PLEIO_shared_with_available_constituent
EUR	MDD_3TRAIT	competitive_gene_set	BLALOCK_ALZHEIMERS_DISEASE_DN	BLALOCK_ALZHEIMERS_DISEASE_DN	EA;CF;MDD	EA;CF;MDD		True	True	1145.0	0.20927	0.050587	0.046114	2.8574e-06	0.0012429871599999	2.9397930385700847e-06	True	True	True	1159	0.13599	0.032587	0.036503	9.7746e-05	0.0210450849873417	2.9396202010700218e-06	False	True	True	True	1159.0	0.12115	0.029122	0.031193	5.1606e-05	0.0179125479183673	2.9397930385700847e-06	False	True	True	True	1150.0	0.077216	0.018638	0.031179	0.006638	0.5522473186602871	2.9397930385700847e-06	False	False	True	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0	0		False	PLEIO_only_among_available_constituents	2	EA;CF	True	PLEIO_shared_with_available_constituent
EUR	MDD_3TRAIT	competitive_gene_set	GOBP_CHROMATIN_ORGANIZATION	GOBP_CHROMATIN_ORGANIZATION	EA;CF;MDD	EA;CF;MDD		True	True	552.0	0.34723	0.059273	0.064245	3.2908e-08	5.9668316e-05	2.9397930385700847e-06	True	True	True	561	0.16441	0.027866	0.050058	0.00051187	0.0630898321014492	2.9396202010700218e-06	False	False	True	True	561.0	0.13342	0.022689	0.042957	0.00094967	0.1132697118881118	2.9397930385700847e-06	False	False	True	True	556.0	0.18885	0.032232	0.044269	1.0013e-05	0.022042368	2.9397930385700847e-06	False	True	True	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0	0		False	PLEIO_only_among_available_constituents	1	MDD	True	PLEIO_shared_with_available_constituent
EUR	MDD_3TRAIT	competitive_gene_set	GOBP_HISTONE_MODIFICATION	GOBP_HISTONE_MODIFICATION	EA;CF;MDD	EA;CF;MDD		True	True	429.0	0.36349	0.054889	0.070646	1.3514e-07	0.0001276922844444	2.9397930385700847e-06	True	True	True	435	0.13645	0.020434	0.055772	0.0072172	0.2834051310344828	2.9396202010700218e-06	False	False	True	True	434.0	0.095714	0.014366	0.047577	0.02213	0.5038648460508701	2.9397930385700847e-06	False	False	True	True	433.0	0.12119	0.018316	0.048397	0.0061436	0.5383203797979798	2.9397930385700847e-06	False	False	True	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0	0		False	PLEIO_only_among_available_constituents	0		False	PLEIO_only_among_available_constituents
EUR	MDD_3TRAIT	competitive_gene_set	GOBP_MRNA_METABOLIC_PROCESS	GOBP_MRNA_METABOLIC_PROCESS	EA;CF;MDD	EA;CF;MDD		True	True	639.0	0.32832	0.060153	0.057389	5.3871e-09	2.29059492e-05	2.9397930385700847e-06	True	True	True	654	0.16974	0.030984	0.044451	6.731e-05	0.0161250111267605	2.9396202010700218e-06	False	True	True	True	651.0	0.11145	0.020365	0.037938	0.0016559	0.1481822	2.9397930385700847e-06	False	False	True	True	641.0	0.093635	0.017119	0.039104	0.0083262	0.5974595966386554	2.9397930385700847e-06	False	False	True	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0	0		False	PLEIO_only_among_available_constituents	1	EA	True	PLEIO_shared_with_available_constituent
EUR	MDD_3TRAIT	competitive_gene_set	GOBP_MRNA_PROCESSING	GOBP_MRNA_PROCESSING	EA;CF;MDD	EA;CF;MDD		True	True	419.0	0.38538	0.057529	0.069827	1.73e-08	4.203405714285714e-05	2.9397930385700847e-06	True	True	True	427	0.14964	0.022207	0.053872	0.0027403	0.1746575853932584	2.9396202010700218e-06	False	False	True	True	425.0	0.076313	0.011337	0.045825	0.047934	0.67080541956346	2.9397930385700847e-06	False	False	True	True	421.0	0.10375	0.015466	0.047624	0.014694	0.7160904068767909	2.9397930385700847e-06	False	False	True	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0	0		False	PLEIO_only_among_available_constituents	0		False	PLEIO_only_among_available_constituents
