ancestry	pleio_model	result_type	term	full_name	expected_constituent_traits	available_constituent_traits	missing_constituent_traits	comparison_complete	pleio_tested	pleio_n_genes	pleio_beta	pleio_beta_std	pleio_se	pleio_p	pleio_p_bh	pleio_bonf_threshold	pleio_bonf_sig_positive	pleio_fdr_sig_positive	ea_tested	ea_n_genes	ea_beta	ea_beta_std	ea_se	ea_p	ea_p_bh	ea_bonf_threshold	ea_bonf_sig_positive	ea_fdr_sig_positive	ea_same_beta_sign	cf_tested	cf_n_genes	cf_beta	cf_beta_std	cf_se	cf_p	cf_p_bh	cf_bonf_threshold	cf_bonf_sig_positive	cf_fdr_sig_positive	cf_same_beta_sign	mdd_tested	mdd_n_genes	mdd_beta	mdd_beta_std	mdd_se	mdd_p	mdd_p_bh	mdd_bonf_threshold	mdd_bonf_sig_positive	mdd_fdr_sig_positive	mdd_same_beta_sign	scz_tested	scz_n_genes	scz_beta	scz_beta_std	scz_se	scz_p	scz_p_bh	scz_bonf_threshold	scz_bonf_sig_positive	scz_fdr_sig_positive	scz_same_beta_sign	n_available_constituent_traits	n_missing_constituent_traits	n_constituent_bonf_sig	constituent_traits_bonf_sig	any_constituent_bonf_sig	classification_bonferroni	n_constituent_fdr_sig	constituent_traits_fdr_sig	any_constituent_fdr_sig	classification_fdr
EUR	FOURTRAIT	competitive_gene_set	GOBP_LIPOXYGENASE_PATHWAY	GOBP_LIPOXYGENASE_PATHWAY	EA;CF;MDD;SCZ	EA;CF;MDD;SCZ		True	True	10.0	1.4576	0.033961	0.50842	0.0020751	0.1180377953177257	2.9397930385700847e-06	False	False	True	10	2.0709	0.04756	0.39249	6.6643e-08	0.0001133530786999	2.9396202010700218e-06	True	True	True	True	10.0	0.9224	0.021256	0.35138	0.0043352	0.2642010571428572	2.9397930385700847e-06	False	False	True	True	10.0	0.12377	0.0028757	0.33314	0.35513	1.0	2.9397930385700847e-06	False	False	True	True	10.0	-0.13423	-0.0030918	0.33931	0.6538	0.9969137546076884	2.9397930385700847e-06	False	False	False	4	0	1	EA	True	constituent_only	1	EA	True	constituent_only
EUR	FOURTRAIT	competitive_gene_set	GOBP_MAMMARY_GLAND_EPITHELIA...2	GOBP_MAMMARY_GLAND_EPITHELIAL_CELL_PROLIFERATION	EA;CF;MDD;SCZ	EA;CF;MDD;SCZ		True	True	24.0	1.1744	0.042376	0.34859	0.00037792	0.0387208636144578	2.9397930385700847e-06	False	True	True	25	1.3221	0.047989	0.26181	2.2317e-07	0.000237243658125	2.9396202010700218e-06	True	True	True	True	25.0	0.16322	0.0059446	0.22569	0.23478	0.9111622328548644	2.9397930385700847e-06	False	False	True	True	24.0	0.25488	0.009171	0.23555	0.13962	1.0	2.9397930385700847e-06	False	False	True	True	26.0	-0.37648	-0.013976	0.21796	0.95793	0.9991197108374684	2.9397930385700847e-06	False	False	False	4	0	1	EA	True	constituent_only	1	EA	True	PLEIO_shared_with_available_constituent
EUR	FOURTRAIT	competitive_gene_set	GOBP_MEMBRANE_DEPOLARIZATION...2	GOBP_MEMBRANE_DEPOLARIZATION_DURING_AV_NODE_CELL_ACTION_POTENTIAL	EA;CF;MDD;SCZ	EA;CF;MDD;SCZ		True	True	5.0	1.6685	0.027492	0.83301	0.022599	0.3958161891058582	2.9397930385700847e-06	False	False	True	5	-0.12264	-0.0019917	0.64466	0.57544	0.9599339843290892	2.9396202010700218e-06	False	False	False	True	5.0	0.16066	0.0026182	0.55685	0.38648	0.9391067732724158	2.9397930385700847e-06	False	False	True	True	5.0	0.76208	0.012522	0.55426	0.084582	0.9779542188987084	2.9397930385700847e-06	False	False	True	True	5.0	2.8037	0.045668	0.55733	2.4708e-07	0.000443041392	2.9397930385700847e-06	True	True	True	4	0	1	SCZ	True	constituent_only	1	SCZ	True	constituent_only
EUR	FOURTRAIT	competitive_gene_set	GOBP_NEGATIVE_REGULATION_OF_...492	GOBP_NEGATIVE_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	EA;CF;MDD;SCZ	EA;CF;MDD;SCZ		True	True	16.0	1.1065	0.032604	0.32481	0.00032985	0.03554672	2.9397930385700847e-06	False	True	True	17	1.1667	0.034929	0.23668	4.1603e-07	0.0003369644890476	2.9396202010700218e-06	True	True	True	True	17.0	0.34077	0.010237	0.218	0.059016	0.7154617964412812	2.9397930385700847e-06	False	False	True	True	16.0	0.35325	0.01038	0.23367	0.065312	0.9216535318444996	2.9397930385700847e-06	False	False	True	True	17.0	0.032586	0.00097842	0.22464	0.44233	0.9969137546076884	2.9397930385700847e-06	False	False	True	4	0	1	EA	True	constituent_only	1	EA	True	PLEIO_shared_with_available_constituent
EUR	FOURTRAIT	competitive_gene_set	GOBP_POSITIVE_REGULATION_OF_...889	GOBP_POSITIVE_REGULATION_OF_VOLTAGE_GATED_POTASSIUM_CHANNEL_ACTIVITY	EA;CF;MDD;SCZ	EA;CF;MDD;SCZ		True	True	17.0	1.2676	0.0385	0.38674	0.00052448	0.0482332249462365	2.9397930385700847e-06	False	True	True	18	0.66306	0.020425	0.31691	0.018214	0.436843823943662	2.9396202010700218e-06	False	False	True	True	17.0	1.3303	0.039962	0.26643	3.001e-07	0.0004640091636363	2.9397930385700847e-06	True	True	True	True	18.0	0.35684	0.011121	0.25566	0.081405	0.969563193277311	2.9397930385700847e-06	False	False	True	True	18.0	0.55227	0.017062	0.25462	0.015047	0.5896759815668203	2.9397930385700847e-06	False	False	True	4	0	1	CF	True	constituent_only	1	CF	True	PLEIO_shared_with_available_constituent
EUR	FOURTRAIT	competitive_gene_set	GOBP_POSTSYNAPTIC_MODULATION...	GOBP_POSTSYNAPTIC_MODULATION_OF_CHEMICAL_SYNAPTIC_TRANSMISSION	EA;CF;MDD;SCZ	EA;CF;MDD;SCZ		True	True	27.0	0.96022	0.036745	0.32058	0.0013729	0.0915697380392156	2.9397930385700847e-06	False	False	True	27	0.59538	0.022457	0.23213	0.0051658	0.243393607202216	2.9396202010700218e-06	False	False	True	True	27.0	0.41193	0.015591	0.21006	0.024946	0.5263206741016109	2.9397930385700847e-06	False	False	True	True	27.0	1.0066	0.038414	0.2207	2.5641e-06	0.01436113	2.9397930385700847e-06	True	True	True	True	27.0	0.36731	0.013895	0.20986	0.040051	0.7393965417118094	2.9397930385700847e-06	False	False	True	4	0	1	MDD	True	constituent_only	1	MDD	True	constituent_only
EUR	FOURTRAIT	competitive_gene_set	GOBP_REGULATION_OF_MAMMARY_G...	GOBP_REGULATION_OF_MAMMARY_GLAND_EPITHELIAL_CELL_PROLIFERATION	EA;CF;MDD;SCZ	EA;CF;MDD;SCZ		True	True	15.0	1.4184	0.040469	0.41586	0.00032476	0.03554672	2.9397930385700847e-06	False	True	True	15	1.6075	0.045208	0.32038	2.6413e-07	0.0002642698335294	2.9396202010700218e-06	True	True	True	True	15.0	0.36084	0.010182	0.27019	0.090863	0.7982427190082644	2.9397930385700847e-06	False	False	True	True	15.0	0.13176	0.003749	0.28109	0.31963	1.0	2.9397930385700847e-06	False	False	True	True	15.0	-0.49126	-0.013856	0.26342	0.9689	0.9996522024491766	2.9397930385700847e-06	False	False	False	4	0	1	EA	True	constituent_only	1	EA	True	PLEIO_shared_with_available_constituent
EUR	FOURTRAIT	competitive_gene_set	GOBP_REGULATION_OF_OXIDATIVE...3	GOBP_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	EA;CF;MDD;SCZ	EA;CF;MDD;SCZ		True	True	25.0	1.0407	0.038323	0.27993	0.00010086	0.0157045687272727	2.9397930385700847e-06	False	True	True	26	1.0572	0.039132	0.1972	4.1857e-08	7.910507922222223e-05	2.9396202010700218e-06	True	True	True	True	26.0	0.25801	0.0095826	0.18312	0.07943	0.7764054252873563	2.9397930385700847e-06	False	False	True	True	25.0	0.26194	0.0096194	0.19583	0.090526	0.9791102752510336	2.9397930385700847e-06	False	False	True	True	26.0	0.17697	0.0065699	0.18502	0.16941	0.9490441606319948	2.9397930385700847e-06	False	False	True	4	0	1	EA	True	constituent_only	1	EA	True	PLEIO_shared_with_available_constituent
EUR	FOURTRAIT	competitive_gene_set	GOBP_RESPONSE_TO_FOLIC_ACID	GOBP_RESPONSE_TO_FOLIC_ACID	EA;CF;MDD;SCZ	EA;CF;MDD;SCZ		True	True	11.0	2.0453	0.049979	0.49308	1.6852e-05	0.0039808168888888	2.9397930385700847e-06	False	True	True	11	2.5053	0.06034	0.40563	3.3543e-10	1.90177629e-06	2.9396202010700218e-06	True	True	True	True	11.0	0.70951	0.017147	0.35801	0.023757	0.5159958880407125	2.9397930385700847e-06	False	False	True	True	11.0	0.86547	0.02109	0.36599	0.0090279	0.6148119872	2.9397930385700847e-06	False	False	True	True	11.0	0.46536	0.011241	0.35418	0.094444	0.8594403662258393	2.9397930385700847e-06	False	False	True	4	0	1	EA	True	constituent_only	1	EA	True	PLEIO_shared_with_available_constituent
EUR	FOURTRAIT	competitive_gene_set	GOBP_RESPONSE_TO_HYDROPEROXI...	GOBP_RESPONSE_TO_HYDROPEROXIDE	EA;CF;MDD;SCZ	EA;CF;MDD;SCZ		True	True	18.0	1.0017	0.031306	0.33769	0.0015091	0.0961302352059925	2.9397930385700847e-06	False	False	True	18	1.7259	0.053167	0.30884	1.1617e-08	3.2932258833333336e-05	2.9396202010700218e-06	True	True	True	True	18.0	0.29343	0.00907	0.25561	0.12549	0.8456156576862124	2.9397930385700847e-06	False	False	True	True	18.0	0.33248	0.010362	0.24743	0.089529	0.9791102752510336	2.9397930385700847e-06	False	False	True	True	18.0	-0.13633	-0.0042119	0.23241	0.72126	0.9969137546076884	2.9397930385700847e-06	False	False	False	4	0	1	EA	True	constituent_only	1	EA	True	constituent_only
EUR	FOURTRAIT	competitive_gene_set	GOBP_RESPONSE_TO_SELENIUM_ION	GOBP_RESPONSE_TO_SELENIUM_ION	EA;CF;MDD;SCZ	EA;CF;MDD;SCZ		True	True	9.0	0.81075	0.017921	0.43598	0.03148	0.456019768707483	2.9397930385700847e-06	False	False	True	9	1.5981	0.034819	0.35197	2.8242e-06	0.00160122726	2.9396202010700218e-06	True	True	True	True	9.0	0.15577	0.0034055	0.30815	0.3066	0.9307298593054316	2.9397930385700847e-06	False	False	True	True	9.0	0.33669	0.0074217	0.29618	0.12783	0.9960718098720291	2.9397930385700847e-06	False	False	True	True	9.0	-0.18871	-0.0041236	0.29902	0.73601	0.9969137546076884	2.9397930385700847e-06	False	False	False	4	0	1	EA	True	constituent_only	1	EA	True	constituent_only
EUR	FOURTRAIT	competitive_gene_set	GOBP_RESPONSE_TO_SYMBIONT	GOBP_RESPONSE_TO_SYMBIONT	EA;CF;MDD;SCZ	EA;CF;MDD;SCZ		True	True	5.0	3.0635	0.050479	0.6887	4.3566e-06	0.0013721676444444	2.9397930385700847e-06	False	True	True	5	1.8839	0.030596	0.39902	1.1806e-06	0.0008367010583333	2.9396202010700218e-06	True	True	True	True	5.0	1.5575	0.025382	0.46344	0.00038943	0.0704619727659574	2.9397930385700847e-06	False	False	True	True	5.0	0.97938	0.016093	0.4577	0.016194	0.7301802947368421	2.9397930385700847e-06	False	False	True	True	5.0	0.041547	0.00067675	0.453	0.46346	0.9969137546076884	2.9397930385700847e-06	False	False	True	4	0	1	EA	True	constituent_only	1	EA	True	PLEIO_shared_with_available_constituent
EUR	FOURTRAIT	competitive_gene_set	GOBP_RESPONSE_TO_VITAMIN_E	GOBP_RESPONSE_TO_VITAMIN_E	EA;CF;MDD;SCZ	EA;CF;MDD;SCZ		True	True	10.0	0.99582	0.023202	0.45338	0.014037	0.3257275634379263	2.9397930385700847e-06	False	False	True	10	1.72	0.039499	0.34437	2.976e-07	0.0002664146526315	2.9396202010700218e-06	True	True	True	True	10.0	0.45241	0.010425	0.30049	0.066097	0.7355210137165251	2.9397930385700847e-06	False	False	True	True	10.0	0.19353	0.0044967	0.29621	0.25677	1.0	2.9397930385700847e-06	False	False	True	True	10.0	-0.71074	-0.01637	0.30142	0.99081	0.9998278573949876	2.9397930385700847e-06	False	False	False	4	0	1	EA	True	constituent_only	1	EA	True	constituent_only
EUR	FOURTRAIT	competitive_gene_set	GOBP_SUBPALLIUM_DEVELOPMENT	GOBP_SUBPALLIUM_DEVELOPMENT	EA;CF;MDD;SCZ	EA;CF;MDD;SCZ		True	True	26.0	1.5053	0.056529	0.35649	1.2134e-05	0.0031750011076923	2.9397930385700847e-06	False	True	True	26	0.83292	0.03083	0.27119	0.0010671	0.1008350216666666	2.9396202010700218e-06	False	False	True	True	26.0	0.79778	0.029631	0.24352	0.00052749	0.0846372633962264	2.9397930385700847e-06	False	False	True	True	26.0	0.77246	0.028928	0.23144	0.00042336	0.1456190944	2.9397930385700847e-06	False	False	True	True	26.0	1.238	0.045959	0.23209	4.8641e-08	0.0001457318331428	2.9397930385700847e-06	True	True	True	4	0	1	SCZ	True	constituent_only	1	SCZ	True	PLEIO_shared_with_available_constituent
EUR	FOURTRAIT	competitive_gene_set	GOCC_CELL_BODY	GOCC_CELL_BODY	EA;CF;MDD;SCZ	EA;CF;MDD;SCZ		True	True	526.0	0.21175	0.035277	0.068234	0.00095843	0.0708738149565217	2.9397930385700847e-06	False	False	True	533	0.095945	0.015863	0.054599	0.039446	0.5788930232959447	2.9396202010700218e-06	False	False	True	True	531.0	0.088399	0.014637	0.046038	0.027429	0.5558238668252081	2.9397930385700847e-06	False	False	True	True	526.0	0.086654	0.014397	0.045782	0.029203	0.8281523031301483	2.9397930385700847e-06	False	False	True	True	530.0	0.20728	0.034273	0.045367	2.4689e-06	0.0021373953599999	2.9397930385700847e-06	True	True	True	4	0	1	SCZ	True	constituent_only	1	SCZ	True	constituent_only
EUR	FOURTRAIT	competitive_gene_set	GOCC_DENDRITE_MEMBRANE	GOCC_DENDRITE_MEMBRANE	EA;CF;MDD;SCZ	EA;CF;MDD;SCZ		True	True	38.0	0.90904	0.041256	0.25953	0.00023091	0.0289533267153284	2.9397930385700847e-06	False	True	True	38	0.53981	0.024148	0.20845	0.0048082	0.2363661092485549	2.9396202010700218e-06	False	False	True	True	38.0	0.87254	0.039166	0.18751	1.6459e-06	0.0017495917	2.9397930385700847e-06	True	True	True	True	38.0	0.78556	0.035554	0.18098	7.1479e-06	0.0202619138666666	2.9397930385700847e-06	False	True	True	True	38.0	0.38703	0.017364	0.1803	0.015922	0.5979339956043955	2.9397930385700847e-06	False	False	True	4	0	1	CF	True	constituent_only	2	CF;MDD	True	PLEIO_shared_with_available_constituent
EUR	FOURTRAIT	competitive_gene_set	GOCC_LEWY_BODY	GOCC_LEWY_BODY	EA;CF;MDD;SCZ	EA;CF;MDD;SCZ		True	True	8.0	1.2176	0.025375	0.43577	0.0026059	0.1343065066666666	2.9397930385700847e-06	False	False	True	8	2.1845	0.044874	0.38907	9.9922e-09	3.2932258833333336e-05	2.9396202010700218e-06	True	True	True	True	8.0	0.70424	0.014516	0.34186	0.019707	0.4919601407624633	2.9397930385700847e-06	False	False	True	True	8.0	0.6441	0.013386	0.29457	0.014394	0.7150797900874636	2.9397930385700847e-06	False	False	True	True	8.0	0.20174	0.0041564	0.32519	0.26751	0.9969137546076884	2.9397930385700847e-06	False	False	True	4	0	1	EA	True	constituent_only	1	EA	True	constituent_only
EUR	FOURTRAIT	competitive_gene_set	GOCC_NEURON_SPINE	GOCC_NEURON_SPINE	EA;CF;MDD;SCZ	EA;CF;MDD;SCZ		True	True	170.0	0.54476	0.052105	0.12163	3.7783e-06	0.0012600260078431	2.9397930385700847e-06	False	True	True	170	0.30649	0.028898	0.096977	0.00078902	0.0847888150617284	2.9396202010700218e-06	False	False	True	True	170.0	0.45804	0.043334	0.083475	2.0709e-08	8.8054668e-05	2.9397930385700847e-06	True	True	True	True	170.0	0.29873	0.028494	0.084014	0.00018902	0.1037049083870967	2.9397930385700847e-06	False	False	True	True	170.0	0.24987	0.023628	0.08216	0.0011799	0.1605419135999999	2.9397930385700847e-06	False	False	True	4	0	1	CF	True	constituent_only	1	CF	True	PLEIO_shared_with_available_constituent
EUR	FOURTRAIT	competitive_gene_set	GOCC_PRESYNAPTIC_MEMBRANE	GOCC_PRESYNAPTIC_MEMBRANE	EA;CF;MDD;SCZ	EA;CF;MDD;SCZ		True	True	154.0	0.566	0.051548	0.13132	8.204e-06	0.0023649768135593	2.9397930385700847e-06	False	True	True	155	0.26626	0.023982	0.10766	0.0067018	0.2733595112709832	2.9396202010700218e-06	False	False	True	True	155.0	0.2688	0.024293	0.089079	0.0012757	0.1319964240963855	2.9397930385700847e-06	False	False	True	True	155.0	0.4068	0.037067	0.088534	2.1812e-06	0.01436113	2.9397930385700847e-06	True	True	True	True	155.0	0.28942	0.026143	0.088777	0.00055796	0.0972979085714285	2.9397930385700847e-06	False	False	True	4	0	1	MDD	True	constituent_only	1	MDD	True	PLEIO_shared_with_available_constituent
EUR	FOURTRAIT	competitive_gene_set	GOMF_HIGH_VOLTAGE_GATED_CALC...	GOMF_HIGH_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY	EA;CF;MDD;SCZ	EA;CF;MDD;SCZ		True	True	23.0	1.5494	0.054728	0.37064	1.4634e-05	0.0036071749565217	2.9397930385700847e-06	False	True	True	23	1.0934	0.038067	0.30496	0.0001688	0.030222307368421	2.9396202010700218e-06	False	True	True	True	23.0	0.96491	0.03371	0.26106	0.00010978	0.0306590111475409	2.9397930385700847e-06	False	True	True	True	23.0	0.59078	0.02081	0.25374	0.0099539	0.6364622921348315	2.9397930385700847e-06	False	False	True	True	23.0	1.1833	0.041318	0.25174	1.3089e-06	0.0013095159529411	2.9397930385700847e-06	True	True	True	4	0	1	SCZ	True	constituent_only	3	EA;CF;SCZ	True	PLEIO_shared_with_available_constituent
